ID,RunNumber,Condition,Trial Number,Object,ShouldClick,Clicked,Response Time,Correct,ExposureTime
0222,0,0-Back,1,Skunk(Clone),True,False,0,False,00:00:03.0039993
0222,0,0-Back,2,Cow(Clone),False,True,1.168617,False,00:00:06.0128986
0222,0,0-Back,3,Skunk(Clone),True,True,0.8773135,True,00:00:09.0198125
0222,0,0-Back,4,Cow(Clone),False,False,0,True,00:00:12.0271146
0222,0,0-Back,5,Skunk(Clone),True,True,1.0022499,True,00:00:15.0356336
0222,0,0-Back,6,Pig(Clone),False,False,0,True,00:00:18.0428206
0222,0,0-Back,7,Pig(Clone),False,False,0,True,00:00:21.0506931
0222,0,0-Back,8,Cow(Clone),False,False,0,True,00:00:24.0578996
0222,0,0-Back,9,Pig(Clone),False,False,0,True,00:00:27.0652454
0222,1,0-Back,1,Skunk(Clone),True,False,0,False,00:00:03.0264406
0222,1,0-Back,2,Pig(Clone),False,False,0,True,00:00:06.0326365
0222,1,0-Back,3,Pig(Clone),False,False,0,True,00:00:09.0431299
0222,1,0-Back,4,Skunk(Clone),True,False,0,False,00:00:12.0503984
0222,1,0-Back,5,Cow(Clone),False,False,0,True,00:00:15.0590517
0222,1,0-Back,6,Cow(Clone),False,False,0,True,00:00:18.0669973
0222,1,0-Back,7,Skunk(Clone),True,False,0,False,00:00:21.0742779
0222,1,0-Back,8,Pig(Clone),False,True,1.6969289,False,00:00:24.0807121
0222,1,0-Back,9,Cow(Clone),False,True,0.9189496,False,00:00:27.0880830
0222,1,0-Back,10,Pig(Clone),False,True,0.9469976,False,00:00:30.0964521
0222,1,0-Back,11,Pig(Clone),False,False,0,True,00:00:33.1049692
0222,1,0-Back,12,Pig(Clone),False,False,0,True,00:00:36.1114532
0222,1,0-Back,13,Pig(Clone),False,False,0,True,00:00:39.1185281
0222,1,0-Back,14,Cow(Clone),False,False,0,True,00:00:42.1267680
0222,1,0-Back,15,Pig(Clone),False,False,0,True,00:00:45.1348131
0222,1,0-Back,16,Cow(Clone),False,False,0,True,00:00:48.1407071
0222,1,0-Back,17,Skunk(Clone),True,True,1.26666,True,00:00:51.1478040
0222,1,0-Back,18,Pig(Clone),False,False,0,True,00:00:54.1547375
0222,1,0-Back,19,Cow(Clone),False,True,1.1972393,False,00:00:57.1630429
0222,1,0-Back,20,Cow(Clone),False,True,1.8098686,False,00:01:00.1705599
0222,1,0-Back,21,Skunk(Clone),True,True,0.7368751,True,00:01:03.1793674
0222,1,0-Back,22,Cow(Clone),False,False,0,True,00:01:06.1871579
0222,1,0-Back,23,Skunk(Clone),True,True,1.6426433,True,00:01:09.1945973
0222,1,0-Back,24,Skunk(Clone),True,True,1.8940138,True,00:01:12.2014502
0222,1,0-Back,25,Pig(Clone),False,False,0,True,00:01:15.2080658
0222,1,0-Back,26,Skunk(Clone),True,True,1.113877,True,00:01:18.2150739
0222,1,0-Back,27,Cow(Clone),False,False,0,True,00:01:21.2245913
0222,1,0-Back,28,Pig(Clone),False,False,0,True,00:01:24.2316967
0222,1,0-Back,29,Cow(Clone),False,True,2.782229,False,00:01:27.2380246
0222,1,0-Back,30,Cow(Clone),False,True,1.2391362,False,00:01:30.2471938
0222,1,0-Back,31,Skunk(Clone),True,True,0.9742656,True,00:01:33.2549680
0222,1,0-Back,32,Pig(Clone),False,False,0,True,00:01:36.2617245
0222,1,0-Back,33,Pig(Clone),False,True,1.070787,False,00:01:39.2689973
0222,1,0-Back,34,Pig(Clone),False,False,0,True,00:01:42.2752657
0222,1,0-Back,35,Cow(Clone),False,False,0,True,00:01:45.2852024
0222,1,0-Back,36,Pig(Clone),False,False,0,True,00:01:48.2891720
0222,1,0-Back,37,Pig(Clone),False,False,0,True,00:01:51.2987200
0222,1,0-Back,38,Pig(Clone),False,False,0,True,00:01:54.3047399
0222,1,0-Back,39,Skunk(Clone),True,True,1.6857233,True,00:01:57.3123178
0222,1,0-Back,40,Pig(Clone),False,False,0,True,00:02:00.3222324
0222,1,0-Back,41,Skunk(Clone),True,False,0,False,00:02:03.3273562
0222,1,0-Back,42,Skunk(Clone),True,False,0,False,00:02:06.3369489
0222,1,0-Back,43,Cow(Clone),False,False,0,True,00:02:09.3431140
0222,1,0-Back,44,Pig(Clone),False,False,0,True,00:02:12.3500655
0222,1,0-Back,45,Pig(Clone),False,False,0,True,00:02:15.3576531
0222,1,0-Back,46,Cow(Clone),False,False,0,True,00:02:18.3653902
0222,1,0-Back,47,Pig(Clone),False,False,0,True,00:02:21.3732538
0222,1,0-Back,48,Pig(Clone),False,False,0,True,00:02:24.3808799
0222,1,0-Back,49,Skunk(Clone),True,True,2.2555032,True,00:02:27.3888932
0222,1,0-Back,50,Skunk(Clone),True,True,0.8347054,True,00:02:30.3966722
0222,1,0-Back,51,Skunk(Clone),True,False,0,False,00:02:33.4044439
0222,1,0-Back,52,Pig(Clone),False,False,0,True,00:02:36.4117207
0222,1,0-Back,53,Cow(Clone),False,False,0,True,00:02:49.3321055
0222,1,0-Back,54,Pig(Clone),False,False,0,True,00:02:52.3391891
0222,1,0-Back,55,Cow(Clone),False,False,0,True,00:02:55.3468829
0222,1,0-Back,56,Cow(Clone),False,False,0,True,00:02:58.3552276
0222,1,0-Back,57,Skunk(Clone),True,False,0,False,00:03:01.3622754
0222,1,0-Back,58,Cow(Clone),False,False,0,True,00:03:04.3707705
0222,1,0-Back,59,Skunk(Clone),True,True,2.4639368,True,00:03:07.3776354
0222,1,0-Back,60,Cow(Clone),False,False,0,True,00:03:10.3857110
0222,1,0-Back,61,Cow(Clone),False,False,0,True,00:03:13.3912337
0222,1,0-Back,62,Cow(Clone),False,False,0,True,00:03:16.3983892
0222,1,0-Back,63,Skunk(Clone),True,False,0,False,00:03:19.4072308
0222,1,0-Back,64,Pig(Clone),False,False,0,True,00:03:22.4154952
0222,1,0-Back,65,Skunk(Clone),True,False,0,False,00:03:25.4220723
0222,1,0-Back,66,Cow(Clone),False,False,0,True,00:03:28.4300811
0222,1,0-Back,67,Cow(Clone),False,False,0,True,00:03:31.4343863
