ID,RunNumber,Condition,Trial Number,Object,ShouldClick,Clicked,Response Time,Correct,ExposureTime
1231,1,0-Back,1,NBackCow(Clone),True,False,0,False,00:00:02.8741803
1231,1,0-Back,2,NBackCow(Clone),True,True,1.7968612,True,00:00:05.8819382
1231,1,0-Back,3,NBackCow(Clone),True,True,1.1839926,True,00:00:08.8900208
1231,1,0-Back,4,NBackCow(Clone),True,True,1.1546214,True,00:00:11.8980218
1231,1,0-Back,5,NBackCow(Clone),True,True,1.2952509,True,00:00:14.9067163
1231,1,0-Back,6,NBackGameCoin(Clone),False,False,0,True,00:00:17.9136043
1231,1,0-Back,7,NBackGameCoin(Clone),False,False,0,True,00:00:20.9218815
1231,1,0-Back,8,NBackSkunk(Clone),False,False,0,True,00:00:23.9268459
1231,1,0-Back,9,NBackCow(Clone),True,True,1.8527065,True,00:00:26.9358794
1231,1,0-Back,10,NBackCow(Clone),True,True,1.1274018,True,00:00:29.9433948
1231,1,0-Back,11,NBackGameCoin(Clone),False,False,0,True,00:00:32.9517376
1231,1,0-Back,12,NBackGameCoin(Clone),False,False,0,True,00:00:35.9593060
1231,1,0-Back,13,NBackSkunk(Clone),False,False,0,True,00:00:38.9663935
1231,1,0-Back,14,NBackGameCoin(Clone),False,False,0,True,00:00:41.9738167
1231,1,0-Back,15,NBackCow(Clone),True,True,2.1576523,True,00:00:44.9824118
1231,1,0-Back,16,NBackSkunk(Clone),False,False,0,True,00:00:47.9879028
1231,1,0-Back,17,NBackCow(Clone),True,True,1.0573478,True,00:00:50.9949813
1231,1,0-Back,18,NBackCow(Clone),True,True,1.0299496,True,00:00:54.0013306
1231,1,0-Back,19,NBackCow(Clone),True,True,1.1832006,True,00:00:57.0096996
1231,1,0-Back,20,NBackCow(Clone),True,True,1.6442239,True,00:01:00.0181261
1231,1,0-Back,21,NBackCow(Clone),True,True,1.3086586,True,00:01:03.0255670
1231,1,0-Back,22,NBackGameCoin(Clone),False,True,2.4788443,False,00:01:06.0335702
1231,1,0-Back,23,NBackCow(Clone),True,True,1.2111194,True,00:01:09.0418948
1231,1,0-Back,24,NBackGameCoin(Clone),False,True,2.1015113,False,00:01:12.0485498
1231,1,0-Back,25,NBackGameCoin(Clone),False,False,0,True,00:01:15.0543100
1231,1,0-Back,26,NBackSkunk(Clone),False,False,0,True,00:01:18.0625212
1231,1,0-Back,27,NBackCow(Clone),True,False,0,False,00:01:21.0708567
1231,1,0-Back,28,NBackCow(Clone),True,False,0,False,00:01:24.0788535
1231,1,0-Back,29,NBackGameCoin(Clone),False,False,0,True,00:01:27.0854788
1231,1,0-Back,30,NBackSkunk(Clone),False,False,0,True,00:01:30.0934273
1231,1,0-Back,31,NBackGameCoin(Clone),False,False,0,True,00:01:33.1009285
1231,1,0-Back,32,NBackGameCoin(Clone),False,False,0,True,00:01:36.1084076
1231,1,0-Back,33,NBackGameCoin(Clone),False,False,0,True,00:01:39.1152060
1231,1,0-Back,34,NBackSkunk(Clone),False,False,0,True,00:01:42.1217915
1231,1,0-Back,35,NBackGameCoin(Clone),False,False,0,True,00:01:45.1317919
1231,1,0-Back,36,NBackSkunk(Clone),False,False,0,True,00:01:48.1367064
1231,1,0-Back,37,NBackGameCoin(Clone),False,False,0,True,00:01:51.1468294
1231,1,0-Back,38,NBackSkunk(Clone),False,False,0,True,00:01:54.1536517
1231,1,0-Back,39,NBackSkunk(Clone),False,False,0,True,00:01:57.1599616
1231,1,0-Back,40,NBackGameCoin(Clone),False,False,0,True,00:02:00.1692717
1231,1,0-Back,41,NBackCow(Clone),True,False,0,False,00:02:03.1761970
1231,1,0-Back,42,NBackCow(Clone),True,False,0,False,00:02:06.1846832
1231,1,0-Back,43,NBackCow(Clone),True,False,0,False,00:02:09.1895365
1231,1,0-Back,44,NBackSkunk(Clone),False,False,0,True,00:02:12.1968813
1231,1,0-Back,45,NBackCow(Clone),True,True,1.1265912,True,00:02:15.2043682
1231,1,0-Back,46,NBackSkunk(Clone),False,True,1.3780053,False,00:02:18.2128194
1231,1,0-Back,47,NBackCow(Clone),True,False,0,False,00:02:21.2198107
1231,1,0-Back,48,NBackGameCoin(Clone),False,False,0,True,00:02:24.2279594
